Loan_ID,Issue_Date,Loan_Amount,Total_Received,Region,Loan_Status,Loan_Category,Amount_Category,Month_Year
LN-1986,2024-12-21 12:00:43.243243240,5000,3572.3207610495238,Central,Charged Off,Bad Loan,Low,2024-12
LN-1987,2024-12-22 05:32:58.378378376,25000,20531.283559453288,East,Fully Paid,Good Loan,High,2024-12
LN-1988,2024-12-22 23:05:13.513513512,35000,28183.5759787518,East,Fully Paid,Good Loan,High,2024-12
LN-1989,2024-12-23 16:37:28.648648648,20000,16881.09125977215,East,Fully Paid,Good Loan,Medium,2024-12
LN-1990,2024-12-24 10:09:43.783783784,10000,7350.570987055354,South,Fully Paid,Good Loan,Low,2024-12
LN-1991,2024-12-25 03:41:58.918918920,10000,10747.831292124252,South,Fully Paid,Good Loan,Low,2024-12
LN-1992,2024-12-25 21:14:14.054054048,15000,13822.81344427426,Central,Fully Paid,Good Loan,Medium,2024-12
LN-1993,2024-12-26 14:46:29.189189184,15000,12333.14586394814,East,Fully Paid,Good Loan,Medium,2024-12
LN-1994,2024-12-27 08:18:44.324324320,25000,21469.815170742833,South,Charged Off,Bad Loan,High,2024-12
LN-1995,2024-12-28 01:50:59.459459456,35000,30760.835567067697,North,Fully Paid,Good Loan,High,2024-12
LN-1996,2024-12-28 19:23:14.594594592,25000,23505.943333606174,Central,Charged Off,Bad Loan,High,2024-12
LN-1997,2024-12-29 12:55:29.729729728,5000,4531.358855392996,West,Fully Paid,Good Loan,Low,2024-12
LN-1998,2024-12-30 06:27:44.864864864,5000,5338.783946428835,Central,Charged Off,Bad Loan,Low,2024-12
LN-1999,2024-12-31 00:00:00.000000000,25000,22469.634829058305,West,Current,Good Loan,High,2024-12
